study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	fastq_ftp	submitted_ftp	sra_ftp	sample_alias
PRJNA389280	SAMN07424277	SRX3106597	SRR5947862	408170	human gut metagenome	14563064	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947862/SRR5947862.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947862/SRR5947862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947862/SRR5947862_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947862	G79941
PRJNA389280	SAMN07424278	SRX3106596	SRR5947863	408170	human gut metagenome	14755663	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947863/SRR5947863.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947863/SRR5947863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947863/SRR5947863_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5947863	G79946
PRJNA389280	SAMN07424275	SRX3106595	SRR5947864	408170	human gut metagenome	10939278	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947864/SRR5947864.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947864/SRR5947864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947864/SRR5947864_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5947864	G79938
PRJNA389280	SAMN07424276	SRX3106594	SRR5947865	408170	human gut metagenome	19836527	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947865/SRR5947865.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947865/SRR5947865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947865/SRR5947865_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5947865	G79940
PRJNA389280	SAMN07424317	SRX3106593	SRR5947866	408170	human gut metagenome	26570866	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947866/SRR5947866.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947866/SRR5947866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947866/SRR5947866_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5947866	G80043
PRJNA389280	SAMN07424318	SRX3106592	SRR5947867	408170	human gut metagenome	18103587	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947867/SRR5947867.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947867/SRR5947867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947867/SRR5947867_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5947867	G80046
PRJNA389280	SAMN07424279	SRX3106591	SRR5947868	408170	human gut metagenome	20256443	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947868/SRR5947868.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947868/SRR5947868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947868/SRR5947868_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5947868	G79947
PRJNA389280	SAMN07424280	SRX3106590	SRR5947869	408170	human gut metagenome	18923733	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947869/SRR5947869.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947869/SRR5947869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947869/SRR5947869_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5947869	G79951
PRJNA389280	SAMN07424313	SRX3106589	SRR5947870	408170	human gut metagenome	13446547	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947870/SRR5947870.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947870/SRR5947870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947870/SRR5947870_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5947870	G80024
PRJNA389280	SAMN07424314	SRX3106588	SRR5947871	408170	human gut metagenome	19313151	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947871/SRR5947871.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947871/SRR5947871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947871/SRR5947871_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5947871	G80030
PRJNA389280	SAMN07424311	SRX3106587	SRR5947872	408170	human gut metagenome	15431207	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947872/SRR5947872.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947872/SRR5947872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947872/SRR5947872_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947872	G80020
PRJNA389280	SAMN07424312	SRX3106586	SRR5947873	408170	human gut metagenome	18969178	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947873/SRR5947873.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947873/SRR5947873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947873/SRR5947873_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5947873	G80022
PRJNA389280	SAMN07424291	SRX3106585	SRR5947874	408170	human gut metagenome	11443965	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947874/SRR5947874.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947874/SRR5947874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947874/SRR5947874_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5947874	G79975
PRJNA389280	SAMN07424292	SRX3106584	SRR5947875	408170	human gut metagenome	13873753	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947875/SRR5947875.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947875/SRR5947875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947875/SRR5947875_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5947875	G79976
PRJNA389280	SAMN07424293	SRX3106583	SRR5947876	408170	human gut metagenome	16113423	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947876/SRR5947876.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947876/SRR5947876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947876/SRR5947876_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5947876	G79979
PRJNA389280	SAMN07424294	SRX3106582	SRR5947877	408170	human gut metagenome	15051105	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947877/SRR5947877.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947877/SRR5947877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947877/SRR5947877_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5947877	G79980
PRJNA389280	SAMN07424290	SRX3106581	SRR5947878	408170	human gut metagenome	19189354	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947878/SRR5947878.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947878/SRR5947878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947878/SRR5947878_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5947878	G79971
PRJNA389280	SAMN07424296	SRX3106580	SRR5947879	408170	human gut metagenome	10841779	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947879/SRR5947879.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947879/SRR5947879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947879/SRR5947879_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5947879	G79983
PRJNA389280	SAMN07424297	SRX3106579	SRR5947880	408170	human gut metagenome	25131518	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947880/SRR5947880.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947880/SRR5947880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947880/SRR5947880_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5947880	G79985
PRJNA389280	SAMN07424298	SRX3106578	SRR5947881	408170	human gut metagenome	6999310	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947881/SRR5947881.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947881/SRR5947881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947881/SRR5947881_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5947881	G79987
PRJNA389280	SAMN07424299	SRX3106577	SRR5947882	408170	human gut metagenome	26673997	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947882/SRR5947882.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947882/SRR5947882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947882/SRR5947882_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947882	G79988
PRJNA389280	SAMN07424300	SRX3106576	SRR5947883	408170	human gut metagenome	15479894	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947883/SRR5947883.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947883/SRR5947883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947883/SRR5947883_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5947883	G79994
PRJNA389280	SAMN07424289	SRX3106575	SRR5947884	408170	human gut metagenome	21024619	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947884/SRR5947884.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947884/SRR5947884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947884/SRR5947884_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5947884	G79968
PRJNA389280	SAMN07424602	SRX3106740	SRR5947895	408170	human gut metagenome	28808153	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947895/SRR5947895.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947895/SRR5947895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947895/SRR5947895_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5947895	G89349
PRJNA389280	SAMN07424601	SRX3106739	SRR5947896	408170	human gut metagenome	9366797	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947896/SRR5947896.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947896/SRR5947896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947896/SRR5947896_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5947896	G89348
PRJNA389280	SAMN07424604	SRX3106738	SRR5947897	408170	human gut metagenome	6565740	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947897/SRR5947897.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947897/SRR5947897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947897/SRR5947897_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5947897	G89351
PRJNA389280	SAMN07424603	SRX3106737	SRR5947898	408170	human gut metagenome	1662732	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947898/SRR5947898.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947898/SRR5947898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947898/SRR5947898_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5947898	G89350
PRJNA389280	SAMN07424570	SRX3106736	SRR5947899	408170	human gut metagenome	17301424	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947899/SRR5947899.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947899/SRR5947899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947899/SRR5947899_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5947899	G89309
PRJNA389280	SAMN07424569	SRX3106735	SRR5947900	408170	human gut metagenome	7166216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947900/SRR5947900.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947900/SRR5947900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947900/SRR5947900_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5947900	G89308
PRJNA389280	SAMN07424608	SRX3106734	SRR5947901	408170	human gut metagenome	1206128	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947901/SRR5947901.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947901/SRR5947901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947901/SRR5947901_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5947901	G89355
PRJNA389280	SAMN07424607	SRX3106733	SRR5947902	408170	human gut metagenome	8194907	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947902/SRR5947902.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947902/SRR5947902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947902/SRR5947902_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947902	G89354
PRJNA389280	SAMN07424566	SRX3106732	SRR5947903	408170	human gut metagenome	13512173	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947903/SRR5947903.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947903/SRR5947903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947903/SRR5947903_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5947903	G89304
PRJNA389280	SAMN07424565	SRX3106731	SRR5947904	408170	human gut metagenome	6975627	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947904/SRR5947904.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947904/SRR5947904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947904/SRR5947904_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5947904	G89303
PRJNA389280	SAMN07424568	SRX3106730	SRR5947905	408170	human gut metagenome	20504272	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947905/SRR5947905.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947905/SRR5947905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947905/SRR5947905_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5947905	G89307
PRJNA389280	SAMN07424567	SRX3106729	SRR5947906	408170	human gut metagenome	20254143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947906/SRR5947906.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947906/SRR5947906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947906/SRR5947906_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5947906	G89305
PRJNA389280	SAMN07424562	SRX3106728	SRR5947907	408170	human gut metagenome	8701098	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947907/SRR5947907.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947907/SRR5947907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947907/SRR5947907_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5947907	G89300
PRJNA389280	SAMN07424561	SRX3106727	SRR5947908	408170	human gut metagenome	2726745	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947908/SRR5947908.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947908/SRR5947908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947908/SRR5947908_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5947908	G89299
PRJNA389280	SAMN07424564	SRX3106726	SRR5947909	408170	human gut metagenome	2683116	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947909/SRR5947909.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947909/SRR5947909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947909/SRR5947909_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5947909	G89302
PRJNA389280	SAMN07424563	SRX3106725	SRR5947910	408170	human gut metagenome	8414434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947910/SRR5947910.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947910/SRR5947910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947910/SRR5947910_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5947910	G89301
PRJNA389280	SAMN07424588	SRX3106724	SRR5947911	408170	human gut metagenome	20343925	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947911/SRR5947911.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947911/SRR5947911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947911/SRR5947911_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5947911	G89332
PRJNA389280	SAMN07424587	SRX3106723	SRR5947912	408170	human gut metagenome	16639390	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947912/SRR5947912.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947912/SRR5947912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947912/SRR5947912_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947912	G89331
PRJNA389280	SAMN07424586	SRX3106722	SRR5947913	408170	human gut metagenome	5240982	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947913/SRR5947913.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947913/SRR5947913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947913/SRR5947913_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5947913	G89330
PRJNA389280	SAMN07424585	SRX3106721	SRR5947914	408170	human gut metagenome	17044587	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947914/SRR5947914.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947914/SRR5947914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947914/SRR5947914_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5947914	G89329
PRJNA389280	SAMN07424584	SRX3106720	SRR5947915	408170	human gut metagenome	33961789	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947915/SRR5947915.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947915/SRR5947915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947915/SRR5947915_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5947915	G89328
PRJNA389280	SAMN07424583	SRX3106719	SRR5947916	408170	human gut metagenome	4036309	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947916/SRR5947916.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947916/SRR5947916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947916/SRR5947916_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5947916	G89325
PRJNA389280	SAMN07424582	SRX3106718	SRR5947917	408170	human gut metagenome	14863506	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947917/SRR5947917.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947917/SRR5947917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947917/SRR5947917_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5947917	G89324
PRJNA389280	SAMN07424581	SRX3106717	SRR5947918	408170	human gut metagenome	11580420	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947918/SRR5947918.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947918/SRR5947918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947918/SRR5947918_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5947918	G89323
PRJNA389280	SAMN07424622	SRX3106716	SRR5947919	408170	human gut metagenome	3185261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947919/SRR5947919.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947919/SRR5947919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947919/SRR5947919_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5947919	G89373
PRJNA389280	SAMN07424606	SRX3106715	SRR5947920	408170	human gut metagenome	6669224	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947920/SRR5947920.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947920/SRR5947920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947920/SRR5947920_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5947920	G89353
PRJNA389280	SAMN07424590	SRX3106714	SRR5947921	408170	human gut metagenome	6490569	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947921/SRR5947921.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947921/SRR5947921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947921/SRR5947921_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5947921	G89334
PRJNA389280	SAMN07424589	SRX3106713	SRR5947922	408170	human gut metagenome	15760991	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947922/SRR5947922.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947922/SRR5947922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947922/SRR5947922_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947922	G89333
PRJNA389280	SAMN07424626	SRX3106712	SRR5947923	408170	human gut metagenome	6501607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947923/SRR5947923.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947923/SRR5947923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947923/SRR5947923_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5947923	G89379
PRJNA389280	SAMN07424605	SRX3106711	SRR5947924	408170	human gut metagenome	2454585	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947924/SRR5947924.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947924/SRR5947924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947924/SRR5947924_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5947924	G89352
PRJNA389280	SAMN07424612	SRX3106710	SRR5947925	408170	human gut metagenome	3367504	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947925/SRR5947925.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947925/SRR5947925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947925/SRR5947925_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5947925	G89361
PRJNA389280	SAMN07424617	SRX3106709	SRR5947926	408170	human gut metagenome	4933120	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947926/SRR5947926.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947926/SRR5947926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947926/SRR5947926_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5947926	G89366
